Item #,Question / Issue / Action,Raised By,Status,Parent Issue (if Cascading),Priority,Area,Type,Topic,"Notes

INCLUDE JOB ID & Customer Name FOR ALL ISSUES","Log URL

Add URL for log on GDrive","Impact

What # of components or records are erroring? Is there a manual workaround?",Orgs,Response,"Jira ID 
(Product Only)",Release,Release Date,EA Critical Issue?,G17 Critical Issue?,Stack,NA EA Stack,EU EA Stack,GSK Stack,Bayer Stack,Novo Stack,Scaling Item,Scaling Stack,# G17 Impacted,# E32 Impacted,# SMB Impacted,Critical Issue?,Date Created,Date Closed,Days Open,Hyperlink,Row
Item-346,"records of campaign_activity__v object account_email_source__v field
migrating with veeva crm API
",Anna Neumayer,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"account_email_source__v field on campaign_activity__v object has values for the recommended email function to find the email on the records in the fields listed in this campaign actviity field. the campaignr ecords are migrating with the wrong API name, so the campaigm activities will not be able to run after migration.

The field's default value is also migrating with veeva crm API. If there is an option to change that, it would need to be considered as well.

Job ID: f320ca73-6ff9-4e1e-8",https://drive.google.com/drive/folders/1SHD7P_i23dc0QD2-jMzBFr1VMAyYoidH,The field value is the list of fields from where the rcommended email pricess is taking the email address to which the emails shoul dbe sent. The campaign activities will run into an error if the wrong field APIs are referred,Bayer - K2 CRM Prod MEC,,https://jira.veevadev.com/browse/VCRM-91285,252.0.10, 7 Aug 25,,,,,,,,,,,1,0,0,,06/21/2025,08/08/2025,48,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=6:6,6
Item-310,Validation Rules Not Migrated and not on Discovery or Metadata ETL Sheets,"Justin Halpern
Attila Parcsami
Tea Franjic",2. Needs Answer,,2 Medium,Migrator,Issue,"ETL - Metadata, Discovery","Customer: Novo NA
Metadata ETL Job ID:
Discovery Job ID: 3feeba05-00ee-400e-b

Migrator did not migrate and/or flag a number of Validation Rules. Only did analysis on EM_event_vod__c Object but here is summary:
-In Salesforce: 27 active Validation Rules, 1 inactive validation rule on EM_event_vod__c object
-Discovery: Flagged 5 Validation Rules on Em_Event_vod__c as issues
-Metadata ETL: 2 Event Validation Rules success, 1 failure
-Outcome: 19 Validation Rules unaccounted for, not sure why they were not migrated or flagged in discovery and/or metadata

""Customer: Idorsia
Jobi Id: 02eb4293-310e-457b-a

Several validation rules were not migrated by the tool. We tried to investigate in the Metadata ETL Loading status file to identify what caused the issue, however when searching for the Validation Rule API name, we cannot even find them in the file (with any status). What is causing this?

Below are some examples:

EM_Event_vod__c object:
IDO_NAF_Required_Cons_AdB_Speaker
IDO_NAF_Required_Booth
IDO_Required_for_Event_Execution
IDO_DE_SMALL_MEETING_LOCATION_REQUIRED    
IDO_NAF_Required_HCP_Sponsorship

EM_Speaker_vod__c object:
IDO_Non_Eligible_Speaker_Edit_Restrict""",Link to Consolidated Log,"Outcome: 19 Validation Rules unaccounted for, not sure why they were not migrated or flagged in discovery and/or metadata

Workaround: Find Validation rules manually and recreate. Will be hard if other objects are impacted to determine this if this is an issue across a lot of objects.","Novo US, Idorsia Pharmaceuticals EUCan",,https://jira.veevadev.com/browse/VCRM-89058,252.0.10, 7 Aug 25,,,,,,,,,,,1,0,1,,05/12/2025,08/08/2025,88,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=7:7,7
Item-364,Separate user job to ensure success before going to data,Mimi Wilder,8. Resolved,,2 Medium,Migrator,Enhancement,ETL - Data,We have had several instances where the user file gets messed up and all users fail.  This causes us to essentially start over with a new migrator environment since it moves on to data extract and transform generally before this is caught.  Would like to have a step that migrator users take to ensure users got loaded correctly or can be smart enough to stop if there are errors before moving on to the rest of the data (at least on the initial run),,We lose time and start over when we can't stop the job in time,All,,https://jira.veevadev.com/browse/VCRM-97656,252.0.10, 7 Aug 25,,,,,,,,,,,,,,,07/24/2025,08/08/2025,15,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=8:8,8
Item-338,Dynamic Attribute configuration records migrate with salesforce API name (account record type in applies to),Anna Neumayer,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,"Customer: Bayer
Job ID: 375e2ac2-4f38-4bd0-a

 ",,dynamic_attribute_configuration__v object records should be migrated with Vault Account object type API names in applies_to__v. Related dynamic attribute fields do not show on account layout after migration due to the wrong migration.,Bayer Americas Cluster 2 (AC),,https://jira.veevadev.com/browse/VCRM-89946,251.4.10, 10 Jul 25,,,,,,,,,,,1,0,0,,06/07/2025,08/08/2025,62,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=9:9,9
Item-268,Custom lookup filters,Erica,8. Resolved,,2 Medium,Migrator,Enhancement,ETL - Metadata,"Related to Item-267 -- Need to ensure that custom lookup filters are identified in discovery (ideally migrated if possible)

March 25: We need to migraste any custom filters on custom lookups, for custom filters on standard lookup fields, they should be flaged in discovery for services to address",,,All,[AK 08/07] We will only migrate lookup filters on custom fields ,https://jira.veevadev.com/browse/VCRM-82891,252.0.10, 7 Aug 25,,,,,,,,,,,,,,,03/20/2025,08/08/2025,141,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=10:10,10
Item-289,Enhancement Request to convert Long Text Fields < 1500 automatically to Text fields OR Allow for override of field types,Justin Halpern,8. Resolved,,2 Medium,Migrator,Enhancement,ETL - Metadata,"It would be beneficial for the Migrator tool to allow one of the following:
a) Detect Long Text Fields that have <1500 characters and convert them into Vault Text Fields
b) Allow for utilizing the Override feature for certain Text field types (e.g. Long Text > Text)

4/30: Would impact integrations for in-flight migrations if the field type was changed.

31 May: Mike Pay will build a tool for this (based on the 32,768 long-text tool - Item-318). Nastya to confirm that ovverrides should be the output to Migrator and what syntax we should use. This tool is in the Tools Team backlog. Will start building after the long-text tool is completed.",N/A,"Majority of customers have Long Text fields <1,500 characters that take up the limit for Long/Rich Text fields in Vault",All,,https://jira.veevadev.com/browse/VCRM-93620,252.0.10, 7 Aug 25,,,,,,,,,,,,,,,04/21/2025,08/08/2025,109,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=11:11,11
Item-307,Migrator should output the transformed Translation File to speed up manual translation fixes,Sandor,8. Resolved,,2 Medium,Migrator,Enhancement,Translation,"If certain metadata (i.e Layouts) failed during migration, the translations of those metadata could not be loaded either by Migrator.

It would be very useful for Services to get the translation files that were created by Migrator, to fix the translations after the underlying metadata is fixed.

It would be even better if we could receive in a spearate file, only the Translations that failed to be loaded",N/A,All customers relying on Translations,All,,https://jira.veevadev.com/browse/VCRM-86122,252.0.10, 7 Aug 25,,,,,,,,,,,,,,,05/08/2025,08/08/2025,92,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=17:17,17
Item-352,MDID:  sample_limit__v.template_unique_key__v ,Eszter Pintér-Kiss,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata in Data,"Job ID: 3c5c2ab7-dca4-49f4-b

Acccount record type values in   sample_limit__v.template_unique_key__v  should be translated to vault api names. The format is <Account Type><Sample Limit Type><Product id><Start Date><End Date>_<Template Group>. However, this org has values that start with some id instead of record type api name",,,Bayer Americas Cluster 2 (AC),[AK 06/23] Waiting for Rajinder to confirm if the leading id supported/expected and what that id is,https://jira.veevadev.com/browse/VCRM-92067,252.0.10, 7 Aug 25,,,,,,,,,,,1,0,0,,06/26/2025,08/08/2025,43,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=19:19,19
Item-350,MDID: values in sample_limit__v.account_types__v are not translated to vault api names,Eszter Pintér-Kiss,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata in Data,"Job ID: 3c5c2ab7-dca4-49f4-b

Values in  sample_limit__v.account_types__v should be translated to vault api names. The format is a single value with and account object type api name",,,Bayer Americas Cluster 2 (AC),,https://jira.veevadev.com/browse/VCRM-91283,252.0.10, 7 Aug 25,,,,,,,,,,,1,0,0,,06/25/2025,08/08/2025,44,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=22:22,22
Item-359,"<strong> tags in Rich text fields not supported in Vault, should be transformed to <b> tags by Migrator",Ben,0. Rejected,,2 Medium,Migrator,Enhancement,ETL - Data,"Customer Novo, Job Id is db19b1d6-6b14-47b9-a

<strong> & </strong> tags do not work to bold text in Vault rich text fields. Instead they show up in the text that the user sees in the field. In sfdc, text contained in strong tags is in bold.

Given that <strong> tags are present in rich text for both Novo and GSK orgs, Migrator should transform <strong> to <b> and </strong> to </b> when loading rich text fields.",,Manual queries to find and fix impacted fields,"Novo US, GSK EU2",[AK 08/12] Setting this to Rejected based on the initial conversations with devs. Implementing this introduces risk of data corruption and increases the migration runtime as we will need to traverse through all the  rich fields on all the records.,,,,,,,,,,,,,,2,0,0,,07/10/2025,,44,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=24:24,24
Item-344,Extracted Data Not Migrated,Anthony,0. Rejected,,2 Medium,Migrator,Issue,ETL - Data,"During the delta loads, the migrator extracted 20 record for time_off_territory_vod__c object. However, these 20 records were not loaded with the loading job and no errors given

In Veeva CRM, I checked that the records were created & ipad was synced before the migrator ran (06/13)

We already went live on Monday, therefore we cannot rerun the migrator anymore. I think it is worth investigating the rootcause of the migrator extracting the records and not loading them without giving any warning/errors

Customer: Deciphera
Job ID Extraction: 6d696517-7a3f-4b1b-b
Job ID Data Loading: 2edf176d-d944-4a13-8",,,Deciphera EU CRM,"[AK 06/18] Betweent extract and loading job there is a transformation job that actually preps the data to be loaded. That job failed with an error visible in the UI: Cannot invoke ""String.split(String)"" because ""fullLegacyCrmId"" is null. 

Time_of_territory (and maybe some other objects) were not transofmed and therefore not loaded. There is not much that can be done at the moment except figuring oput what the missing records are and maybe loading them manually, but for the future: jobs with Error status, especially Transformation, Extract, Loading ones cannot be just dismissed especially on a production migration. 

[AK 06/19] The reason for the failure is that someone/somethimg  loaded  geography_territory__v records with NULL legacy CRM ID while deltas were running. It's hard to say who did this since all the records in vault now are loaded by Lena Mayer on 06/18 and all of them have no legacy crm id. As suspected the impact of the failure is higher than just time of territory records, below are all the onbject and record counts that were not transformed:

Child_Account_vod__c        51622
Account        35378
Contact        15120
Data_Change_Request_vod__c        768
Account_Territory_Loader_vod__c        244
TSF_vod__c        98
Time_Off_Territory_vod__c        20
ObjectTerritory2Association        7
Email_Activity_vod__c        5
Network_Mapping_vod__c        1
",https://jira.veevadev.com/browse/VCRM-90529,,,,,,,,,,,,,0,0,1,,06/19/2025,,65,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=27:27,27
Item-219,Getting Migrator into 'Verification' and 'Migration Complete' Lifecycle Stages,Justin,8. Resolved,,2 Medium,Migrator,Enhancement,Migrator Setup,"We would like to understand how we get Migrator into the Verification and Migration Complete phases and out of Data ETL. We would also like to understand what, if anything is included in these phases.",N/A,N/A,All,,https://jira.veevadev.com/browse/VCRM-93502,252.0.10, 7 Aug 25,,,,,,,,,,,,,,,02/04/2025,08/08/2025,185,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=28:28,28
Item-362,Not all Product Map Objects Migrated,Justin Halpern,8. Resolved,,2 Medium,Migrator,Issue,ETL - Data,"Job ID: c44ac379-29bd-4cc2-b
Customer: Novo Nordisk

Not all Product Map Object Records appear to be migrated

Example: Dependencies for Diabetes | Diabetes (Group) did not migrate. Dependency example: Class dependent on Product Map, Diabetes | Diabetes Group should have 6 values available. Note: After Analysis, Detail and Detail Group are active, and dependent Picklsit values are also active",Link to Migration Job,No results for failures so not sure impact,Novo US,"[AK 07/21] The dependency in question didn't have a matching product with type  = Detail, therefore record was not created

[AK 07/21 update] Feature PM request to append the logic to account for detail topics",https://jira.veevadev.com/browse/VCRM-96278,252.0.10, 7 Aug 25,,,,,,,,,,,1,0,0,,07/18/2025,08/08/2025,21,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=29:29,29
Item-348,all vcountry__v records failed to be migrated from Veeva CRM,Michael Liu,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Job ID: 22c19434-7a04-4415-8 Customer Ono

Vault CRM has all vcountry__v records, however the migrator tried to upsert those records, but failed to do so. below is the error message

Error Type OPERATION_NOT_ALLOWED Another resource already exists with [name__v=PL];Error Type OPERATION_NOT_ALLOWED Another resource already exists with [alpha_2_code__v=PL];",https://drive.google.com/drive/u/0/folders/1psodRhnGhnK3g4Twq3CAlwMYSgyg7R_7,,Ono Pharma CRM US,,https://jira.veevadev.com/browse/VCRM-91015,,,,,,,,,,,,,0,0,1,,06/24/2025,06/28/2025,4,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=31:31,31
Item-320,The help content attribute of the field is set to a space character by Migrator,Sandor,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"Customer: Sobi EU
Metadata Job ID: 0cf76841-16f3-46ad-a

Migrator (Application Owner user) is setting the field attribute help content to a blank space. This is causing so that on the iPad the (?) button for the help text is there but is empty, causing confusion for end users.

From my limited investigation (into the system audit logs in Vault CRM) it seems that some of these fields had help content, but they have been changed to "" "". This impacts hundreds of fields. In addition the the translated help content values are also set to "" "" (for example in German)

Examples: multichannel_consent__v.product__v or account__v.website_cda__v

06/02: Based on discussion during stand-ups, we would like to keep the Vault CRM help text if there is help text in Vault CRM but no help text in Veeva CRM. Nastya checking on if this is possible with Devs.",https://drive.google.com/drive/folders/1Nz_OA9ydrE44Ef6IsoCtwtqi32Kj8QLc,"Potentially all customers

Help Content can be fixed via Translation files and excel work for all languages","Swedish Orphan Biovitrum, Otsuka Europe, Novo US","[AK 05/29] Vault platform limitation: it is not possible to clear the standard field help text in vault using mdl (see DEV-802688)
As a workaround, for cases when there is no help content in salesforce, instead of setting the vault help content to null or empty string (which could edit: not clear the standard field help text), we set the help content in vault as a single whitespace character in the mdl. That way, we can make the help content look like it got cleared by replacing it with a space character. It is not actually cleared, but it looks like it is cleared in the ui, so approximates the desired behavior.
This workaround looks fine in the ui for web browser, however for the ipad it clutters the ui with extra help icons
The concern about the extra help icons cluttering the ui in the ipad was raised up at the time
PM decision was to go ahead with the workaround even if it may cause extra help icons for the ipad

[AK 06/02] After discussion with services, the decision is to preserve the value from Vault CRM template instead of tryint to nullify the field using space character.",https://jira.veevadev.com/browse/VCRM-86058,251.3.10, 26 Jun 25,,,,,,,,,,,1,1,1,,05/22/2025,06/27/2025,36,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=32:32,32
Item-323,Accounts fail to load - Error Type UNEXPECTED_ERROR An unexpected error occurred.;,Ben,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Customer GSK
Migration EU1 Prod
Job ID: ff6c4516-a887-4d5b-a

505 Accounts failed in the initial data load. 500 of these failed with the error message ""Error Type UNEXPECTED_ERROR An unexpected error occurred.;"", the remaining 5 failures are cascading from missing primary parent accounts.

There were no failures on this load for Users or Products so the unexpected error canno be cascading from those objects.

Please can you help us understand why this unexpected error occurs and how to fix it? We have not been able to establish the root cause in our analysis

23 May: Team are waiting for the Align migration to complete, then rebuild needs to be deployed b4 starting the delta to see if this fixes the issue",,,GSK EU1,"AK: Account: All update errors. 2 batches failed with unexpected error, smth went wrong on vault side, I would just wait for delta. The other 5 complain about unexisting parent ids, you can check, most likely the don't really exist in SF either",https://jira.veevadev.com/browse/VCRM-84817,,,,,,,,,,,,,1,0,0,,05/24/2025,06/24/2025,31,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=33:33,33
Item-349,Metadata-in-Data ETL errored out without any attachment,Michael Liu,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata in Data,"Job ID: 997caa46-b4e5-4755-a Customer Ono

Cannot invoke ""Object.toString()"" because the return value of ""com.veeva.vault.vapil.api.model.response.QueryResponse$QueryResult.get(String)"" is null",,Ben Lawson,Ono Pharma CRM US,,https://jira.veevadev.com/browse/VCRM-91015,252.0.10, 7 Aug 25,,,,,,,,,,,0,0,1,,06/25/2025,06/28/2025,3,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=34:34,34
Item-358,EM Catalog missing .docx,Ben,8. Resolved,,1 High,Migrator,Issue,Attachments,"Customer: Bayer
Job ID: Not possible to tell which of the 4 following attachment load job IDs created the document: 
ead8d35c-d233-4d99-b, 4b2a1c0f-9e9f-4ddf-a, d674f78f-4dd9-4cb2-a, 0d7aef36-5b27-4128-8


Migrated .docx documents on the EM Catalog are missing the .docx extension in the filename and therefore not opening properly for users. Manually modifying the filename by adding the .docx extension fixes the issue so this looks like an issue with attachment loading.

For an example please see the migration of record a2jVt000000d8FRIAY",,Need to fix all migrated docx document file names manually,Bayer Americas Cluster 2 (AC),,https://jira.veevadev.com/browse/VCRM-93443,251.4.30, 24 Jul 25,,,,,,,,,,,1,0,0,,07/10/2025,07/26/2025,16,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=35:35,35
Item-330,"The account custom rollup summary field ""account_clinical_trial__c"" was migrated however with errors and showing a red warning symbol and I am unable to edit it ",Lena Mayer,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"Customer: Deciphera EU
Job Id: a6f2bce2-6138-45d4-9

On Veeva CRM (SF) side we have a custom rollup summary field on Account object called Account_Clinical_Trial__c. It is roll-up from the Stakeholder_Clinical_Trial_vod__c object.

The custom account rollup summary field name was correctly migrated (""account_clinical_trial__c"" on Account object). However the Inbound Relationship Name should be ""stakeholder_clinical_trials__vr"" as it's a rollup from stakeholder_clinical_trial__v object but now it's"" account_clinical_trials__vr""

Deciphera is using this field in reports ",N/A,,Deciphera EU CRM,[AK 06/12] There is no way to have a rollup sumamry field customer wants. In Veeva CRM templare Stakeholder Clinical Trial is a lookup to Account. Customer changed it to Master-Detail. In Vault CRM it's also a reference (lookup) and cannot be changed to master-detail. You cannot have rollup summary on a reference relationship. ,https://jira.veevadev.com/browse/VCRM-89059,,,,,,,,,,,,,0,0,1,,05/29/2025,06/14/2025,16,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=36:36,36
Item-361,Task Name: Conent Transformation finishes with error but there is no log so we don't know how to recover from this point or what is the real impact,Jordi Navas,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Otsuka EU

Job ID: Job Id: 6a44e59f-35bc-41e3-b
Notes: Terminated in the backend
Task Name: Conent Transformation
Job Status: error",No log left,"No log, we can't identify the impact",Otsuka Europe,,https://jira.veevadev.com/browse/VCRM-94380,251.4.30, 24 Jul 25,,,,,,,,,,,0,1,0,,07/12/2025,07/26/2025,14,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=37:37,37
Item-343,Stuck Attachment Field ETL Jobs,Salman,8. Resolved,,1 High,Migrator,Issue,Attachments,"I have noticed that since 6/7 I have not had any Attchment Field ETL jobs finish running across 2 different migration customers (NS Pharma and Pacira). There also appear to be others having the same issue in gchat.

For NS Pharma, we have finsihed rebuild in a custom domain and are attempting to migrate into the customer domain sbx and then into Production by 6/20. 

Currently the Attachment Field ETL job is holding us back from being able to succesfuly finish the customer domain's full sbx migration run. In previous runs, this job took 2 mins to succesfully complete. Now, since 6/7 we had the Attchment Field ETL job stuck In Progress for 6 days until today when Anastasiya terminated the job for us.

Customer: NS Pharma
Job ID: 910ec210-5513-4deb-9",,,NS Pharma,,https://jira.veevadev.com/browse/VCRM-89876,251.3.10, 26 Jun 25,,,,,,,,,,,0,0,1,,06/14/2025,06/27/2025,13,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=38:38,38
Item-291,Migrator Applying Full User License to All Uses,Matt Gately,0. Rejected,,2 Medium,Migrator,Issue,ETL - Data,"Migrator creates all users with FULL User licenses. This is an issue, since we only have a handful of these licenses in Vault. We should set the license based on country or in the User Input File.",,,,,,,,,,,,,,,,,,,,,,04/24/2025,,121,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=39:39,39
Item-340,Failed Attachment Field ETL with no errors,Salman Durrani,8. Resolved,,2 Medium,Migrator,Issue,Attachments,"Customer: NS Pharma
Job ID: 1bb25663-b532-42b5-8

The Attachment Field ETL job failed but did not output any errors as to why. Typically the job will also output two files, an ATTATCHMENT_FIELD_LOAD_RESULTS and a ATTACHMENT_FIELD_LOAD_ERRORS, however this job only returned an empty ATTATCHMENT_FIELD_LOAD_RESULTS file.",,,NS Pharma,"[AK 06/19] this is the same as item-343, flipping to Services follow-up",https://jira.veevadev.com/browse/VCRM-90617,,,,,,,,,,,,,0,0,1,,06/12/2025,06/20/2025,8,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=40:40,40
Item-334,a lookup field inside a Formula do not migrate,Michael Liu,0. Rejected,,2 Medium,Migrator,Issue,ETL - Metadata,"# alter_modify_catalog_event_attendee__v_em_attendee_type__v.mdl

ALTER Object event_attendee__v(
        MODIFY Field em_attendee_type__v(
                formula('em_attendee__vr.attendee_type__v'),
                enhanced_blank_handling('blanks_as_blanks')
        )
);

# alter_modify_catalog_child_account__v_parent_furigana__v.mdl

ALTER Object child_account__v(
        MODIFY Field parent_furigana__v(
                formula('parent_account__vr.furigana__v'),
                enhanced_blank_handling('blanks_as_zeros_and_empty_strings')
        )
);",,,Ono Pharma CRM US,,,,,,,,,,,,,,,0,0,1,,06/05/2025,,79,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=41:41,41
Item-318,"Overrides for SFDC Long text fields that are 32,768",Mimi,8. Resolved,,2 Medium,Migrator,Enhancement,ETL - Metadata,"No job ID - all customers impacted

Long text field default in SFDC is 32,768 but the limit in Vault is 32,000. Currently we have been making these attachment fields which is NOT ideal for customers as the text will fit in 32,000.
Migrator is set to flag these and services is looking at tooling to potentially update them in SFDC but not all customers can do that without it taking months.

Request is for migrator tool to allow us to override the field types.
Option 1 (preferred): Migrator will automatically shorten the fields that are 32,768 to 32,000 and leave the fields as long text.  We would then add overrides for any fields that we ACTUALLY want to become attachment fields
Option 2: Migrator will automatically convert those fields to attachment fields and services will add to the overrides the individual fields where we want them truncated to 32,000 and to remain long text

31 May: Mike Pay is building a tool to analyse SFDC for fields that are 32,768 and check if any records would be truncated should the field be reduced to 32,000 characters. The output of this tool should be a csv of overrides to load into Migrator that override the field length for the field to 32,000 characters. Nastya to confirm that field length override will be possible and what the syntax should be. NOTE: whilst Pavi's script worked ok on small orgs, they fail when tested on large data sets (e.g. BI Child 1 org). Mike needs to bulkify the approach before we can publish on the tools portal - challenging given the SFDC api's so will take time.",,,All,,https://jira.veevadev.com/browse/VCRM-90222,251.4.10, 10 Jul 25,,,,,,,,,,,,,,,05/20/2025,07/11/2025,52,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=42:42,42
Item-308,Medical Inquiry Page Layouts Failing,Meg Kennedy,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,"Medical Inquiry Page Layouts have failed when trying to use the MDL Splitter the page layouts are failing saying there is a required field on the page layout: ""Required fields must remain on layout"" from checking the schema in Veeva CRM and checking the required fields in the config report in Vault CRM we can't determine what field is required and causing the error. 

Vault ID:271112
Customer: Mayne
2025-05-05 Mayne CRM Run 5
Job ID: 94d01bf9-3328-411a-a",,,Mayne Pharma,,https://jira.veevadev.com/browse/VCRM-82978,251.3.10, 26 Jun 25,,,,,,,,,,,,,,,05/08/2025,06/27/2025,50,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=43:43,43
Item-337,Migrated Inactive Picklist Entries are not appearing the the Metadata_Mapping File,Justin Halpern,0. Rejected,,2 Medium,Migrator,Issue,ETL - Metadata,"Customer: Novo NA
Metadata ETL Job ID: 723d2d8f-7d3b-4758-a

Appears Migrator created inactive values for the picklist account_nni_cdm_specialty__c but it does not show up in metadata success/process/failure and is not available in the Metadata_mapping",Link to Job,"Integration partners are impacted, no current workaround",Novo US,"[AK 06/09] Inactive picklist values from unrestricted picklists cannot be extracted from SF, Migrator creates them during data loading stage when it the loaded data records reference such value. Therefore, these values will not be in the mapping file",,,,,,,,,,,,,,1,0,0,,06/06/2025,06/11/2025,5,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=44:44,44
Item-270,Delta Data error for Duplicate Vauld IDs,Justin,8. Resolved,,2 Medium,Migrator,Issue,ETL - Data,"Customer: Biocryst
Job ID: bfba5172-2d9e-4c8c-a

Receiving error: Error Type OPERATION_FAILED Duplicate value 'V56Z025E885GDEH' for field 'id'
The record with Id: V56Z025E885GDEH does not exist in Vault CRM so need to understand how we are hitting this issue. Note that this may correlate to Account Merging.",Link to Migrator Record,"Impact: 1 Address, 1 Cascading Call
workaround: manual migration of call and address",Biocryst NA,"[AK 05/01] Investigation found no evidence that migrator deleted the record and then tried to recreate it, closing as WAD. We need to keep an eye on if this scenario will appear when we start supporting account merges.",https://jira.veevadev.com/browse/VCRM-78073,,,,,,,,,,,,,0,0,1,,03/20/2025,05/02/2025,43,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=45:45,45
